27	1837.25 26 1801.7142857142858 70.29792988650082
113	1525.0 27 1837.25 266.4405853290554
64	2649.3333333333335 27 1837.25 266.4405853290554
78	2313.0 27 1837.25 266.4405853290554
17	2084.4285714285716 27 1837.25 266.4405853290554
41	2181.875 27 1837.25 266.4405853290554
48	3333.076923076923 27 1837.25 266.4405853290554
35	2004.625 28 1784.6666666666667 127.24690787406013
46	2096.5 28 1784.6666666666667 127.24690787406013
86	2298.6666666666665 28 1784.6666666666667 127.24690787406013
65	2076.1428571428573 28 1784.6666666666667 127.24690787406013
3	2019.8 28 1784.6666666666667 127.24690787406013
63	2069.3636363636365 29 1716.5 268.46829082093086
83	1992.0 29 1716.5 268.46829082093086
55	2613.714285714286 29 1716.5 268.46829082093086
27	1837.25 29 1716.5 268.46829082093086
51	1981.4444444444443 29 1716.5 268.46829082093086
1	1818.2631578947369 2 1.0 1.0
90	1618.142857142857 2 1.0 1.0
23	2541.5555555555557 30 2020.1666666666667 69.41004049530721
53	3504.4285714285716 30 2020.1666666666667 69.41004049530721
54	1625.5714285714287 30 2020.1666666666667 69.41004049530721
64	2649.3333333333335 30 2020.1666666666667 69.41004049530721
74	2576.714285714286 30 2020.1666666666667 69.41004049530721
82	2289.0 31 1838.0 318.1790217327464
43	3338.1428571428573 31 1838.0 318.1790217327464
65	2076.1428571428573 31 1838.0 318.1790217327464
54	1625.5714285714287 31 1838.0 318.1790217327464
47	2142.4166666666665 31 1838.0 318.1790217327464
62	2408.8 31 1838.0 318.1790217327464
59	2227.769230769231 32 2766.1111111111113 160.36115498711527
38	2000.0 32 2766.1111111111113 160.36115498711527
39	2159.75 32 2766.1111111111113 160.36115498711527
49	1055.2 32 2766.1111111111113 160.36115498711527
72	2356.5454545454545 32 2766.1111111111113 160.36115498711527
66	2574.8 32 2766.1111111111113 160.36115498711527
28	1784.6666666666667 32 2766.1111111111113 160.36115498711527
37	1731.5555555555557 32 2766.1111111111113 160.36115498711527
63	2069.3636363636365 33 2201.6363636363635 137.18993926886802
32	2766.1111111111113 33 2201.6363636363635 137.18993926886802
97	2400.5 33 2201.6363636363635 137.18993926886802
103	2494.5 33 2201.6363636363635 137.18993926886802
17	2084.4285714285716 33 2201.6363636363635 137.18993926886802
59	2227.769230769231 33 2201.6363636363635 137.18993926886802
23	2541.5555555555557 33 2201.6363636363635 137.18993926886802
31	1838.0 33 2201.6363636363635 137.18993926886802
61	1837.6666666666667 34 1938.2222222222222 72.634013590901
20	2774.25 34 1938.2222222222222 72.634013590901
50	2529.3636363636365 34 1938.2222222222222 72.634013590901
47	2142.4166666666665 34 1938.2222222222222 72.634013590901
64	2649.3333333333335 34 1938.2222222222222 72.634013590901
55	2613.714285714286 35 2004.625 161.03154206485803
45	2613.090909090909 35 2004.625 161.03154206485803
61	1837.6666666666667 35 2004.625 161.03154206485803
67	2682.875 35 2004.625 161.03154206485803
42	1407.4 35 2004.625 161.03154206485803
47	2142.4166666666665 36 1521.8 171.99847036321526
51	1981.4444444444443 36 1521.8 171.99847036321526
8	1648.4 36 1521.8 171.99847036321526
54	1625.5714285714287 36 1521.8 171.99847036321526
65	2076.1428571428573 36 1521.8 171.99847036321526
93	1667.6666666666667 36 1521.8 171.99847036321526
81	2326.0 36 1521.8 171.99847036321526
49	1055.2 37 1731.5555555555557 124.58796641491996
95	2536.3333333333335 37 1731.5555555555557 124.58796641491996
36	1521.8 37 1731.5555555555557 124.58796641491996
50	2529.3636363636365 37 1731.5555555555557 124.58796641491996
98	2620.6 37 1731.5555555555557 124.58796641491996
33	2201.6363636363635 37 1731.5555555555557 124.58796641491996
14	1889.0 37 1731.5555555555557 124.58796641491996
1	1818.2631578947369 37 1731.5555555555557 124.58796641491996
62	2408.8 37 1731.5555555555557 124.58796641491996
41	2181.875 38 2000.0 81.77795949646735
26	1801.7142857142858 38 2000.0 81.77795949646735
50	2529.3636363636365 38 2000.0 81.77795949646735
8	1648.4 38 2000.0 81.77795949646735
45	2613.090909090909 38 2000.0 81.77795949646735
73	1828.6 38 2000.0 81.77795949646735
30	2020.1666666666667 39 2159.75 326.22603624511925
42	1407.4 39 2159.75 326.22603624511925
41	2181.875 39 2159.75 326.22603624511925
54	1625.5714285714287 39 2159.75 326.22603624511925
17	2084.4285714285716 39 2159.75 326.22603624511925
38	2000.0 39 2159.75 326.22603624511925
55	2613.714285714286 40 1812.6666666666667 77.90185626750923
71	3030.75 40 1812.6666666666667 77.90185626750923
56	1874.25 40 1812.6666666666667 77.90185626750923
72	2356.5454545454545 40 1812.6666666666667 77.90185626750923
37	1731.5555555555557 40 1812.6666666666667 77.90185626750923
70	1690.0 40 1812.6666666666667 77.90185626750923
77	1803.7142857142858 40 1812.6666666666667 77.90185626750923
50	2529.3636363636365 40 1812.6666666666667 77.90185626750923
9	2115.5714285714284 40 1812.6666666666667 77.90185626750923
30	2020.1666666666667 41 2181.875 324.9945446861683
74	2576.714285714286 41 2181.875 324.9945446861683
1	1818.2631578947369 41 2181.875 324.9945446861683
23	2541.5555555555557 41 2181.875 324.9945446861683
47	2142.4166666666665 41 2181.875 324.9945446861683
116	1893.5 42 1407.4 64.72617661512852
9	2115.5714285714284 42 1407.4 64.72617661512852
1	1818.2631578947369 42 1407.4 64.72617661512852
44	1976.625 42 1407.4 64.72617661512852
56	1874.25 42 1407.4 64.72617661512852
38	2000.0 42 1407.4 64.72617661512852
48	3333.076923076923 42 1407.4 64.72617661512852
28	1784.6666666666667 43 3338.1428571428573 427.89944528182997
26	1801.7142857142858 43 3338.1428571428573 427.89944528182997
70	1690.0 43 3338.1428571428573 427.89944528182997
1	1818.2631578947369 43 3338.1428571428573 427.89944528182997
42	1407.4 43 3338.1428571428573 427.89944528182997
47	2142.4166666666665 43 3338.1428571428573 427.89944528182997
56	1874.25 43 3338.1428571428573 427.89944528182997
67	2682.875 43 3338.1428571428573 427.89944528182997
33	2201.6363636363635 43 3338.1428571428573 427.89944528182997
32	2766.1111111111113 43 3338.1428571428573 427.89944528182997
38	2000.0 43 3338.1428571428573 427.89944528182997
48	3333.076923076923 43 3338.1428571428573 427.89944528182997
49	1055.2 43 3338.1428571428573 427.89944528182997
69	980.6666666666666 43 3338.1428571428573 427.89944528182997
45	2613.090909090909 44 1976.625 63.020600133767005
32	2766.1111111111113 44 1976.625 63.020600133767005
7	821.3333333333334 44 1976.625 63.020600133767005
21	1416.0 44 1976.625 63.020600133767005
55	2613.714285714286 44 1976.625 63.020600133767005
35	2004.625 44 1976.625 63.020600133767005
14	1889.0 45 2613.090909090909 183.62178383221143
50	2529.3636363636365 45 2613.090909090909 183.62178383221143
71	3030.75 45 2613.090909090909 183.62178383221143
67	2682.875 45 2613.090909090909 183.62178383221143
53	3504.4285714285716 45 2613.090909090909 183.62178383221143
35	2004.625 45 2613.090909090909 183.62178383221143
37	1731.5555555555557 45 2613.090909090909 183.62178383221143
60	2316.0 45 2613.090909090909 183.62178383221143
46	2096.5 45 2613.090909090909 183.62178383221143
3	2019.8 46 2096.5 80.13494286090221
62	2408.8 46 2096.5 80.13494286090221
98	2620.6 46 2096.5 80.13494286090221
57	2535.1111111111113 47 2142.4166666666665 296.02428905009805
9	2115.5714285714284 47 2142.4166666666665 296.02428905009805
75	1290.2857142857142 47 2142.4166666666665 296.02428905009805
1	1818.2631578947369 47 2142.4166666666665 296.02428905009805
54	1625.5714285714287 47 2142.4166666666665 296.02428905009805
59	2227.769230769231 47 2142.4166666666665 296.02428905009805
33	2201.6363636363635 47 2142.4166666666665 296.02428905009805
49	1055.2 47 2142.4166666666665 296.02428905009805
53	3504.4285714285716 47 2142.4166666666665 296.02428905009805
1	1818.2631578947369 48 3333.076923076923 1551.8252467960888
89	2845.8333333333335 48 3333.076923076923 1551.8252467960888
90	1618.142857142857 48 3333.076923076923 1551.8252467960888
12	2165.0 48 3333.076923076923 1551.8252467960888
57	2535.1111111111113 48 3333.076923076923 1551.8252467960888
31	1838.0 48 3333.076923076923 1551.8252467960888
19	1315.5 48 3333.076923076923 1551.8252467960888
80	1975.5 48 3333.076923076923 1551.8252467960888
22	835.5 48 3333.076923076923 1551.8252467960888
75	1290.2857142857142 48 3333.076923076923 1551.8252467960888
35	2004.625 48 3333.076923076923 1551.8252467960888
47	2142.4166666666665 48 3333.076923076923 1551.8252467960888
95	2536.3333333333335 49 1055.2 42.71402651545349
11	706.0 49 1055.2 42.71402651545349
1	1818.2631578947369 49 1055.2 42.71402651545349
18	1025.5 49 1055.2 42.71402651545349
39	2159.75 49 1055.2 42.71402651545349
13	2894.25 49 1055.2 42.71402651545349
34	1938.2222222222222 49 1055.2 42.71402651545349
67	2682.875 4 1775.6666666666667 12.023841842772052
90	1618.142857142857 4 1775.6666666666667 12.023841842772052
43	3338.1428571428573 4 1775.6666666666667 12.023841842772052
52	2217.1111111111113 50 2529.3636363636365 352.28521747944086
37	1731.5555555555557 50 2529.3636363636365 352.28521747944086
72	2356.5454545454545 50 2529.3636363636365 352.28521747944086
18	1025.5 50 2529.3636363636365 352.28521747944086
79	1389.0 50 2529.3636363636365 352.28521747944086
86	2298.6666666666665 50 2529.3636363636365 352.28521747944086
28	1784.6666666666667 50 2529.3636363636365 352.28521747944086
12	2165.0 50 2529.3636363636365 352.28521747944086
64	2649.3333333333335 50 2529.3636363636365 352.28521747944086
31	1838.0 50 2529.3636363636365 352.28521747944086
47	2142.4166666666665 50 2529.3636363636365 352.28521747944086
33	2201.6363636363635 51 1981.4444444444443 143.97413996373575
34	1938.2222222222222 51 1981.4444444444443 143.97413996373575
43	3338.1428571428573 51 1981.4444444444443 143.97413996373575
63	2069.3636363636365 51 1981.4444444444443 143.97413996373575
83	1992.0 51 1981.4444444444443 143.97413996373575
65	2076.1428571428573 51 1981.4444444444443 143.97413996373575
59	2227.769230769231 51 1981.4444444444443 143.97413996373575
65	2076.1428571428573 52 2217.1111111111113 95.5242509936853
53	3504.4285714285716 52 2217.1111111111113 95.5242509936853
102	1597.0 52 2217.1111111111113 95.5242509936853
91	2369.25 52 2217.1111111111113 95.5242509936853
62	2408.8 52 2217.1111111111113 95.5242509936853
80	1975.5 52 2217.1111111111113 95.5242509936853
56	1874.25 52 2217.1111111111113 95.5242509936853
51	1981.4444444444443 52 2217.1111111111113 95.5242509936853
76	1589.2857142857142 52 2217.1111111111113 95.5242509936853
26	1801.7142857142858 53 3504.4285714285716 114.44395468098467
102	1597.0 53 3504.4285714285716 114.44395468098467
29	1716.5 53 3504.4285714285716 114.44395468098467
55	2613.714285714286 53 3504.4285714285716 114.44395468098467
63	2069.3636363636365 53 3504.4285714285716 114.44395468098467
51	1981.4444444444443 53 3504.4285714285716 114.44395468098467
34	1938.2222222222222 53 3504.4285714285716 114.44395468098467
17	2084.4285714285716 53 3504.4285714285716 114.44395468098467
32	2766.1111111111113 54 1625.5714285714287 101.91133940440332
58	1884.1666666666667 54 1625.5714285714287 101.91133940440332
63	2069.3636363636365 54 1625.5714285714287 101.91133940440332
39	2159.75 54 1625.5714285714287 101.91133940440332
72	2356.5454545454545 54 1625.5714285714287 101.91133940440332
48	3333.076923076923 54 1625.5714285714287 101.91133940440332
37	1731.5555555555557 54 1625.5714285714287 101.91133940440332
52	2217.1111111111113 54 1625.5714285714287 101.91133940440332
14	1889.0 55 2613.714285714286 184.1621511255445
47	2142.4166666666665 55 2613.714285714286 184.1621511255445
34	1938.2222222222222 55 2613.714285714286 184.1621511255445
45	2613.090909090909 55 2613.714285714286 184.1621511255445
13	2894.25 55 2613.714285714286 184.1621511255445
35	2004.625 56 1874.25 106.23743297849889
4	1775.6666666666667 56 1874.25 106.23743297849889
48	3333.076923076923 56 1874.25 106.23743297849889
50	2529.3636363636365 56 1874.25 106.23743297849889
63	2069.3636363636365 56 1874.25 106.23743297849889
71	3030.75 56 1874.25 106.23743297849889
41	2181.875 56 1874.25 106.23743297849889
55	2613.714285714286 56 1874.25 106.23743297849889
94	2306.0 56 1874.25 106.23743297849889
1	1818.2631578947369 57 2535.1111111111113 468.7075554877559
51	1981.4444444444443 57 2535.1111111111113 468.7075554877559
8	1648.4 57 2535.1111111111113 468.7075554877559
71	3030.75 57 2535.1111111111113 468.7075554877559
25	2261.5 57 2535.1111111111113 468.7075554877559
77	1803.7142857142858 57 2535.1111111111113 468.7075554877559
76	1589.2857142857142 58 1884.1666666666667 38.54373571335243
9	2115.5714285714284 58 1884.1666666666667 38.54373571335243
89	2845.8333333333335 58 1884.1666666666667 38.54373571335243
60	2316.0 58 1884.1666666666667 38.54373571335243
69	980.6666666666666 58 1884.1666666666667 38.54373571335243
74	2576.714285714286 58 1884.1666666666667 38.54373571335243
94	2306.0 58 1884.1666666666667 38.54373571335243
55	2613.714285714286 59 2227.769230769231 172.40009166843475
27	1837.25 59 2227.769230769231 172.40009166843475
46	2096.5 59 2227.769230769231 172.40009166843475
47	2142.4166666666665 59 2227.769230769231 172.40009166843475
61	1837.6666666666667 59 2227.769230769231 172.40009166843475
32	2766.1111111111113 59 2227.769230769231 172.40009166843475
80	1975.5 59 2227.769230769231 172.40009166843475
58	1884.1666666666667 59 2227.769230769231 172.40009166843475
4	1775.6666666666667 5 1644.5 9.813569313657284
45	2613.090909090909 5 1644.5 9.813569313657284
32	2766.1111111111113 60 2316.0 300.9104295640088
48	3333.076923076923 60 2316.0 300.9104295640088
65	2076.1428571428573 60 2316.0 300.9104295640088
70	1690.0 60 2316.0 300.9104295640088
79	1389.0 60 2316.0 300.9104295640088
87	3198.5 60 2316.0 300.9104295640088
91	2369.25 60 2316.0 300.9104295640088
45	2613.090909090909 60 2316.0 300.9104295640088
10	994.5 60 2316.0 300.9104295640088
23	2541.5555555555557 60 2316.0 300.9104295640088
85	2577.0 60 2316.0 300.9104295640088
26	1801.7142857142858 61 1837.6666666666667 92.77300752859239
46	2096.5 61 1837.6666666666667 92.77300752859239
45	2613.090909090909 61 1837.6666666666667 92.77300752859239
104	2392.0 61 1837.6666666666667 92.77300752859239
57	2535.1111111111113 61 1837.6666666666667 92.77300752859239
27	1837.25 61 1837.6666666666667 92.77300752859239
60	2316.0 62 2408.8 130.5720644953353
55	2613.714285714286 62 2408.8 130.5720644953353
78	2313.0 62 2408.8 130.5720644953353
15	662.0 62 2408.8 130.5720644953353
5	1644.5 62 2408.8 130.5720644953353
33	2201.6363636363635 62 2408.8 130.5720644953353
41	2181.875 62 2408.8 130.5720644953353
3	2019.8 62 2408.8 130.5720644953353
63	2069.3636363636365 62 2408.8 130.5720644953353
9	2115.5714285714284 62 2408.8 130.5720644953353
40	1812.6666666666667 63 2069.3636363636365 138.0225285403647
51	1981.4444444444443 63 2069.3636363636365 138.0225285403647
60	2316.0 63 2069.3636363636365 138.0225285403647
52	2217.1111111111113 63 2069.3636363636365 138.0225285403647
57	2535.1111111111113 63 2069.3636363636365 138.0225285403647
34	1938.2222222222222 64 2649.3333333333335 186.60422744959982
1	1818.2631578947369 64 2649.3333333333335 186.60422744959982
75	1290.2857142857142 64 2649.3333333333335 186.60422744959982
10	994.5 64 2649.3333333333335 186.60422744959982
29	1716.5 64 2649.3333333333335 186.60422744959982
45	2613.090909090909 65 2076.1428571428573 195.06455489425073
44	1976.625 65 2076.1428571428573 195.06455489425073
62	2408.8 65 2076.1428571428573 195.06455489425073
42	1407.4 65 2076.1428571428573 195.06455489425073
72	2356.5454545454545 65 2076.1428571428573 195.06455489425073
63	2069.3636363636365 65 2076.1428571428573 195.06455489425073
51	1981.4444444444443 65 2076.1428571428573 195.06455489425073
64	2649.3333333333335 65 2076.1428571428573 195.06455489425073
87	3198.5 66 2574.8 61.27761357697909
33	2201.6363636363635 66 2574.8 61.27761357697909
29	1716.5 66 2574.8 61.27761357697909
100	2265.0 67 2682.875 170.26137274494127
33	2201.6363636363635 67 2682.875 170.26137274494127
57	2535.1111111111113 67 2682.875 170.26137274494127
20	2774.25 67 2682.875 170.26137274494127
44	1976.625 67 2682.875 170.26137274494127
48	3333.076923076923 67 2682.875 170.26137274494127
60	2316.0 67 2682.875 170.26137274494127
64	2649.3333333333335 68 1201.5 3.1966960445619885
47	2142.4166666666665 68 1201.5 3.1966960445619885
56	1874.25 68 1201.5 3.1966960445619885
62	2408.8 68 1201.5 3.1966960445619885
88	2011.0 68 1201.5 3.1966960445619885
62	2408.8 69 980.6666666666666 15.476434366641335
76	1589.2857142857142 69 980.6666666666666 15.476434366641335
59	2227.769230769231 69 980.6666666666666 15.476434366641335
65	2076.1428571428573 69 980.6666666666666 15.476434366641335
30	2020.1666666666667 69 980.6666666666666 15.476434366641335
7	821.3333333333334 69 980.6666666666666 15.476434366641335
83	1992.0 69 980.6666666666666 15.476434366641335
33	2201.6363636363635 69 980.6666666666666 15.476434366641335
38	2000.0 69 980.6666666666666 15.476434366641335
73	1828.6 6 1.0 1.0
89	2845.8333333333335 6 1.0 1.0
66	2574.8 70 1690.0 78.69086838085347
50	2529.3636363636365 70 1690.0 78.69086838085347
72	2356.5454545454545 70 1690.0 78.69086838085347
35	2004.625 70 1690.0 78.69086838085347
39	2159.75 71 3030.75 171.40112491365934
59	2227.769230769231 71 3030.75 171.40112491365934
61	1837.6666666666667 71 3030.75 171.40112491365934
32	2766.1111111111113 71 3030.75 171.40112491365934
35	2004.625 71 3030.75 171.40112491365934
90	1618.142857142857 72 2356.5454545454545 584.9425125778178
61	1837.6666666666667 72 2356.5454545454545 584.9425125778178
64	2649.3333333333335 72 2356.5454545454545 584.9425125778178
19	1315.5 72 2356.5454545454545 584.9425125778178
46	2096.5 73 1828.6 198.43651845309412
27	1837.25 73 1828.6 198.43651845309412
29	1716.5 73 1828.6 198.43651845309412
39	2159.75 73 1828.6 198.43651845309412
26	1801.7142857142858 73 1828.6 198.43651845309412
66	2574.8 73 1828.6 198.43651845309412
98	2620.6 73 1828.6 198.43651845309412
1	1818.2631578947369 73 1828.6 198.43651845309412
70	1690.0 73 1828.6 198.43651845309412
9	2115.5714285714284 74 2576.714285714286 71.34161631776526
89	2845.8333333333335 74 2576.714285714286 71.34161631776526
52	2217.1111111111113 74 2576.714285714286 71.34161631776526
73	1828.6 74 2576.714285714286 71.34161631776526
65	2076.1428571428573 75 1290.2857142857142 95.97226848405775
28	1784.6666666666667 75 1290.2857142857142 95.97226848405775
71	3030.75 75 1290.2857142857142 95.97226848405775
53	3504.4285714285716 76 1589.2857142857142 49.88885521215755
52	2217.1111111111113 76 1589.2857142857142 49.88885521215755
16	2378.6666666666665 76 1589.2857142857142 49.88885521215755
51	1981.4444444444443 76 1589.2857142857142 49.88885521215755
83	1992.0 76 1589.2857142857142 49.88885521215755
8	1648.4 76 1589.2857142857142 49.88885521215755
29	1716.5 76 1589.2857142857142 49.88885521215755
25	2261.5 77 1803.7142857142858 288.4084276034699
45	2613.090909090909 77 1803.7142857142858 288.4084276034699
60	2316.0 78 2313.0 46.979810338052644
74	2576.714285714286 78 2313.0 46.979810338052644
32	2766.1111111111113 79 1389.0 38.29142781194722
57	2535.1111111111113 79 1389.0 38.29142781194722
59	2227.769230769231 79 1389.0 38.29142781194722
74	2576.714285714286 79 1389.0 38.29142781194722
23	2541.5555555555557 80 1975.5 116.6725481261101
31	1838.0 80 1975.5 116.6725481261101
70	1690.0 81 2326.0 27.18885823771626
73	1828.6 81 2326.0 27.18885823771626
102	1597.0 81 2326.0 27.18885823771626
28	1784.6666666666667 81 2326.0 27.18885823771626
58	1884.1666666666667 81 2326.0 27.18885823771626
54	1625.5714285714287 81 2326.0 27.18885823771626
85	2577.0 82 2289.0 43.755946507861644
23	2541.5555555555557 82 2289.0 43.755946507861644
68	1201.5 82 2289.0 43.755946507861644
65	2076.1428571428573 83 1992.0 255.12439822927868
71	3030.75 83 1992.0 255.12439822927868
88	2011.0 83 1992.0 255.12439822927868
36	1521.8 84 1413.0 41.85092968560604
65	2076.1428571428573 84 1413.0 41.85092968560604
29	1716.5 84 1413.0 41.85092968560604
30	2020.1666666666667 85 2577.0 39.30715327684215
44	1976.625 85 2577.0 39.30715327684215
65	2076.1428571428573 85 2577.0 39.30715327684215
72	2356.5454545454545 86 2298.6666666666665 49.303036641485775
47	2142.4166666666665 86 2298.6666666666665 49.303036641485775
66	2574.8 86 2298.6666666666665 49.303036641485775
55	2613.714285714286 86 2298.6666666666665 49.303036641485775
75	1290.2857142857142 87 3198.5 74.64027616462005
58	1884.1666666666667 87 3198.5 74.64027616462005
37	1731.5555555555557 88 2011.0 27.190435245535163
52	2217.1111111111113 88 2011.0 27.190435245535163
72	2356.5454545454545 88 2011.0 27.190435245535163
59	2227.769230769231 88 2011.0 27.190435245535163
27	1837.25 88 2011.0 27.190435245535163
15	662.0 89 2845.8333333333335 503.0530267901192
76	1589.2857142857142 89 2845.8333333333335 503.0530267901192
16	2378.6666666666665 89 2845.8333333333335 503.0530267901192
28	1784.6666666666667 8 1648.4 61.9203344631663
10	994.5 8 1648.4 61.9203344631663
41	2181.875 8 1648.4 61.9203344631663
39	2159.75 90 1618.142857142857 291.44583407000965
50	2529.3636363636365 91 2369.25 53.1748435192294
41	2181.875 92 1.0 1.0
48	3333.076923076923 92 1.0 1.0
72	2356.5454545454545 92 1.0 1.0
82	2289.0 93 1667.6666666666667 23.542640621688655
90	1618.142857142857 93 1667.6666666666667 23.542640621688655
30	2020.1666666666667 94 2306.0 18.687077851533797
28	1784.6666666666667 94 2306.0 18.687077851533797
96	1433.0 95 2536.3333333333335 29.4143420717789
29	1716.5 95 2536.3333333333335 29.4143420717789
33	2201.6363636363635 96 1433.0 2.56169626657763
1	1818.2631578947369 96 1433.0 2.56169626657763
34	1938.2222222222222 97 2400.5 15.856956450158565
65	2076.1428571428573 98 2620.6 123.93308591033397
44	1976.625 98 2620.6 123.93308591033397
67	2682.875 98 2620.6 123.93308591033397
31	1838.0 99 1.0 1.0
23	2541.5555555555557 9 2115.5714285714284 70.60179058781578
57	2535.1111111111113 9 2115.5714285714284 70.60179058781578
