1	14
10	2
100	1
101	1
104	2
105	1
106	2
11	2
112	1
114	1
119	1
12	1
13	1
139	1
14	2
15	2
16	2
17	5
18	6
19	5
2	2
20	4
21	4
22	4
23	6
24	7
25	2
26	6
27	6
28	5
29	5
30	6
31	6
32	8
33	9
34	5
35	5
36	7
37	9
38	6
39	7
4	3
40	9
41	5
42	8
43	15
44	7
45	9
46	3
47	9
48	14
49	8
5	2
50	11
51	7
52	9
53	8
54	8
55	5
56	9
57	6
58	8
59	8
6	2
60	11
61	6
62	11
63	5
64	5
65	9
66	3
67	7
68	5
69	10
70	4
71	5
72	4
73	9
74	4
75	3
76	7
77	2
78	2
79	4
8	3
80	2
81	6
82	3
83	3
84	3
85	3
86	4
87	2
88	5
89	3
9	2
90	1
91	1
92	3
93	2
94	2
95	2
96	2
97	1
98	3
99	1
